Dealer Number,Dealer Name,Store Address Line 1,Store City
1812811,Dawson's Exxon,PO BOX 347,ORANGE
1810093,Day Auto Repair LLC,530 N Main St,Brillion
1811187,DBA AUTO SELECT,114 S GREEN BAY RD,NEENAH
1802268,DBA BOBS TIRE AND BRAKE,6847 WEST HWY. 40,OCALA
1805052,DBA WAGNER TIRE & AUTOMOTIVE,110 BOONE SQUARE ST. STE. 31,HILLSBOROUGH
1805052,DBA WAGNER TIRE & AUTOMOTIVE,110 BOONE SQUARE ST. STE. 31,HILLSBOROUGH
1985019,"DBM Offroad, LLC - Lumberton Offroad",3177 Hwy 69 S,Lumberton
1801939,DC TIRE AND EXHAUST,222 BRIDGE ST,DAVIS CITY
1810251,DCH TOYOTA,4 PIPPIN LN,WAPPINGERS FALLS
1904765,DCP CORP dba Parkway Exxon,227 US HWY 46 WEST,Elmwood Park
1807824,DE SALVO TIRE,1250 N THIRD ST,JACKSONVILLE
2024638,Deacon Jones Auto Park,1115 North Bright Leaf Blvd,Smithfield
2024638,Deacon Jones Auto Park,1115 North Bright Leaf Blvd,Smithfield
2020593,"Deacon Jones Auto Park, Inc",1115 N. Brightleaf Blvd.,Smithfield
1813021,DEAN OIL COMPANY,104 11TH AVE. EAST,SPRINGFIELD
1806288,DEAN TIRE,60 ABBETT AVE,MORRISTOWN
1808582,DEAVER TIRE COMPANY,615 East Illinois St,SIDNEY
1804379,Decatur Tire,1201 N. HWY 81/287,DECATUR
1809819,DEDHAM WHOLESALE TIRE,5218 WASHINGTON STREET,WEST ROXBURY
1802932,Deimlers Tire Service,7297 Spring Rd,Shermans Dale
1806433,DEL NORTE TIRE SERVICE,850 NORTHCREST DR,CRESCENT CITY
1802072,Delker's,12198 LEWIS AVE,TEMPERANCE
1807898,DELLINGERS TIRE & AUTO,3584 DUNEDIN DR.,CHESAPEAKE
1807898,DELLINGERS TIRE & AUTO,3584 DUNEDIN DR.,CHESAPEAKE
1802742,Delorenzo Tire & Auto Inc,4545 118TH AVE N,CLEARWATER
1805974,DELTA TIRE & CUSTOM WHEELS INC,1000 BROADWAY,QUINCY
1811177,DELTA TIRE WHOLESALE,G - 3476 S SAGINAW,BURTON
1805893,DENNIS BOGDEN SALES AND SERVICE,729 SR 20 BOX 224,HOLLISTER
1805230,Dennis Quick Tire,811 25TH ST.,SNYDER
1811174,DENNIS SERVICE CENTER,20 BRICK BLVD,TOMS RIVER
1807278,DENNY LEE'S TIRE,580 Hwy 30 West,SODA SPRINGS
1805965,DENTON AUTO INC.,2200 WILD BRANCH RD.,CRAFTSBURY
1986818,DEPO TIRES AND SERVICES,6800 SOUTH BLVD,CHARLOTTE
1810968,"DeSantie Tire Company, Inc.",8 TUNXIS HILL RD,FAIRFIELD
1809339,DETAILS PLUS,75 SODA BAY ROAD,LAKEPORT
1805034,Devaney Tire Inc  dba Devaney Auto Sales & Service,741 NORTH BROADWAY,EAST PROVIDENCE
1806407,Dewitt Service Center,10890 US-27,DEWITT
1810343,Dewitt Tire,19764 8th St E,Sonoma
1807581,DEWITTS AUTO SERVICE,425 BALDWIN,JENISON
1804331,DIBACCO'S SERVICE,92 Trowbridge Circle,Rowley
1810025,Dice Tire,7061 Carlisle Pike,Carlisle
1809728,DICK CARROLL INC.,200 DOUGLAS AVE.,DUNEDIN
1807925,DICK KERNICK SERVICE CENTER,4470 STEUBENVILLE PIKE,PITTSBURGH
1808204,DICK'S AUTO SALES INC,5065 State Rt 52,JEFFERSONVILLE
1813457,DICK'S TIRE HAUS,320 EAST MAIN STREET,MONROE
1803864,Dickinson Service Center,3628 NC HWY 127 SOUTH,HICKORY
1808321,DICKINSON TIRE,4138 111 J AVE SW,DICKINSON
1811546,Dicks Northside Inc,100 PAUL BUNYAN DR NW,BEMIDJI
1805752,DICKS TIRE SERVICE LLC,1608 S STOCKTON AVE,MONAHANS
1897520,Dickson Tractor Inc,303 East North Ave,Westminster
1803202,DIGBY ENTERPRISES DBA MIDAS AUTO SERIVCE,1301 ROUTE 37 EAST,TOMS RIVER
1810648,DILLEY LUBE & TIRE INC.,P0 B0X 588,DILLEY
1934673,Dillin Tire,492 Kennedy Blvd,Bayonne
1813551,DINGESS SERVICE CENTER,2725 MESSENGER BRANCH,DINGESS
1805291,Dino's All Car Repair & Tire Shop Inc.,5920 E ADMIRAL PL,TULSA
1802437,DINSMORE AUTOMOTIVE,778 WILLEY ST,MORGANTOWN
1810724,DIRECT TIRE AND AUTO,13311 W HILLSBOROUGH AVE,TAMPA
1805225,Discount Tire,2241 MONUMENT BLVD.,CONCORD
1806390,Discount Tire,3793 RIVER MOUNTAIN RD,LEBANON
1806390,Discount Tire,3793 RIVER MOUNTAIN RD,LEBANON
1811236,DISCOUNT TIRE & ALIGNMENT,129 HWY 71 N.,DEQUEEN
1802694,DISCOUNT TIRE & BRAKE SERVICE,1736 CALLAHAN DRIVE,KNOXVILLE
1811641,DISCOUNT TIRE & SERVICE,430 SOUTH 2ND ST,ST CHARLES
1807875,DISCOUNT TIRE AND BATTERY-EDMORE,P0 B0X 388,EDMORE
1807583,DISCOUNT TIRE AND WHEEL,702  PARK AVE.,BREMERTON
1804093,DISCOUNT TIRE CENTER,1406 ROUTE 37 EAST,TOMS RIVER
1812206,DISCOUNT TIRE CENTER,255 GRANT AVENUE,PITTSBURGH
1806792,DISTRICT TIRE,319 W PERKINS AVE,SANDUSKY
1803609,Diversified Auto & Tire,8287 NC HWY 306 S.,ARAPAHOE
1806086,DIXIE TIRE & DEISEL INC,2722 POLKVILLE ROAD,SHELBY
1810565,DIXIE TIRE COMPANY,301 WEST WILLIAM J BRYAN PKWY,BRYAN
1802010,"DIXON'S AUTO SERVICE, LLC",PO BOX 205,MATHENY
1953328,DK Auto Body LLC,338 Childs Street,Albion
1808386,DL PERFORMANCE,5866 N STILLMAN RD,STILLMAN VALLEY
1802662,DM RAGANS INC,5813 GEORGE WASHINGTON MEM. HWY,YORKTOWN
1802662,DM RAGANS INC,5813 GEORGE WASHINGTON MEM. HWY,YORKTOWN
1809564,"DNH RIMCO, LLC","3000 N . GARFIELD, STE 107",MIDLAND
1806974,DNV REPAIR CENTER,95 RT 202,GARNERVILLE
1973799,Doc's Auto Clinic,2565 Copper Ridge Drive,Steamboat Springs
1802276,DODDS AVE TIRE,4931 ROSSVILLE BLVD,CHATTANOOGA
1811974,"DODGE CITY TIRE & LUBE,LLC",676 AL HWY 69 S,HANCEVILLE
1806835,DODGEVILLE TIRE - MARKS AUTO REPAIR,207 COUNTY RD YZ,DODGEVILLE
1809255,DODGINGTOWN GARAGE,61 DODGINGTOWN RD,NEWTOWN
1809313,"Doherty Tire of Sonora, Inc.",19078 Standard Rd,Sonora
1803676,Dollar Bills Sales And Service,4850 W. STATE HWY. 52,DOTHAN
1981847,Don Foshay's Discount Tire & Alignment Belfast,217 Northport Avenue,Belfast
1981844,Don Foshay's Discount Tire & Alignment Brunswick,123 Bath Road,Brunswick
1981849,Don Foshay's Discount Tire & Alignment Camden,99 Elm Street,Camden
1981852,Don Foshay's Discount Tire & Alignment Hallowell,13 Water Street,Hallowell
1981855,Don Foshay's Discount Tire & Alignment S. Portland,380 Main Street,South Portland
1981854,Don Foshays Discount Tire & Alignment Damariscotta,5 Williams Plaza,Damariscotta
1807460,Don Hansen Alignment & Auto,1313 NORTH DR,MCHENRY
1810092,DON LEE'S TIRE,3500 LAKE WOODARD DR.,RALEIGH
1810092,DON LEE'S TIRE,3500 LAKE WOODARD DR.,RALEIGH
1807286,Don Oralls Garage,205 PARK ST,HANCOCK
2004138,Don Stevens Tire Co Inc,60 Curtiss Street,Southington
1810524,DON WESSEL HONDA,3520 S. CAMPBELL AVE,SPRINGFIELD
1812068,DON WOOD INC,900 EAST STATE STREET,ATHENS
1808515,DON'S AUTO REPAIR,614 N. VAN DYKE RD,IMLAY CITY
1802232,Don's Auto Service,521 Main St,Derby
1805181,Don's Service,1005 Pine Ave,Kemmerer
2024605,Don's Service Center,1839 Woodlawn Ave,Terre Haute
1807851,DON'S SUNOCO,375 CHESTNUT RIDGE RD.,WOODCLIFF LAKE
1808104,DON'S TIRE & AUTO REPAIR,525 BUCKEYE ST.,NORTH VERNON
1810378,"DON'S TIRE & TRUCK SERVICE, INC.",405 East Interstate 20,BIG SPRING
1807027,Don's Wholesale,479 HEYWARD ST,MANCHESTER
1812247,"DONALD L CORKUM/KYDEN, INC. DBA NORM & SONS",4644 GALL BLVD,ZEPHYRHILLS
1807916,DONE RIGHT AUTO REPAIR,61E PEACOCK AVE,DENTON
1812165,Donnellson Tire,400 N Main St,DONNELLSON
1805374,Donner Service Inc,123 North Main,CLARA CITY
1811686,DONNIE ESSARY AUTOMOTIVE,362 PIKEVIEW ST,DRESDEN
1802511,DONOHUE'S QUICK LUBE,2030 EASTERN AVE,GALLIPOLIS
1813329,Dons Auto Clinic,1110 N MITCHELL ST,CADILLAC
1813583,DONS AUTO REPAIR,406 ROUTE 25C,PIERMONT
1813134,Dons Ford-Subara-BMW,PO BOX 4172,UTICA
1812450,Dons Tire Battery & Lube,7673 Bluebush Rd,MAYBEE
1811510,Dons Tire Service,359 Main St.,HIGHLAND
1813270,DORR STANDARD SERVICE,1831 142ND AVE,DORR
1803952,"DORSEY TIRE & AUTO CARE, INC.",1284 E. HWY 80,POOLER
1803707,DOUBLE D,403 EAST BERNARD AVE.,GREENEVILLE
1803707,DOUBLE D,403 EAST BERNARD AVE.,GREENEVILLE
1809091,DOUCET TIRE,612 E. RUSSELL,WELSH
1804384,DOUG'S AUTO & TIRE INC,863 SANFORD ROAD,PITTSBORO
1804345,Doug's Tire Center,78 N SEVENTH ST,SHELBYVILLE
1987537,Doug's Valley Enterprises LLC DBA Valley Enterpris,1025 Columbia Street,Bogalusa
1811311,DOUGLAS CAR CARE,850 VIKING DR,REEDSBURG
1806209,Douglas County Autocare Inc,2205 Fairburn Rd,Douglasville
1811630,DOUGLAS TIRE,1315 CENTRAL AVE,NEBRASKA CITY
1807829,DOUGLAS WHEEL ALIGNMENT & TIRE SHOP,862 WILDERSON BLVD,FRANKFORT
1808553,DOUGLASS FORD INC,1920 COLE RD,NUNDA
1812054,DOUGS AUTO SERVICE,349 N MAIN,HAYSVILLE
1809585,DOUGS SPEED SHOP,1215 ANDERSON DRIVE,WILLIAMSTON
1811163,DOVES TIRE SERVICE INC,16220 OLD STATESVILLE RD,HUNTERSVILLE
1804030,DOWN VALLEY TIRE AND WHEEL LLC,P0 B0X 2104,GYPSUM
1804568,Downtown Tire & Auto Inc,320 VERMILLION ST,HASTINGS
1809294,Doyle Burns Tire Town Inc.,116 HIDDEN LAKE COVE,BEEBE
1804139,DOYLE'S AUTO SALES,8140 Rutledge Pike,RUTLEDGE
1812273,DOYLES TIRE SHOP,2531 Jacksboro Pike,JACKSBORO
1813178,Dred Scott Auto,10800 RHODE ISLAND AVE,BLOOMINGTON
1811906,DRELLISHAK'S SERVICE CENTER,21512 CENTER RIDGE RD,ROCKY RIVER
1810664,DRELLISHAKS,22690 LORAIN ROAD,FAIRVIEW PARK
1804721,DREW'S TOTAL AUTO CARE,1400 MADISON ST.,SHELBYVILLE
2025098,Drifting Lotus Inc,809 Vernon Rd,Lake Stevens
1807493,DTAS Enterprises Inc.,26 MAPLE AVE,HAVERSTRAW
1813448,DUBOIS COUNTY TIRE,312 ST CHARLES ST,JASPER
1810971,DUFFIELD WHOLESALE TIRE LLC,387 DUFF PATT HIGHWAY,DUFFIELD
1810971,DUFFIELD WHOLESALE TIRE LLC,387 DUFF PATT HIGHWAY,DUFFIELD
1810220,Duffys Penfield Automotive,1847 PENFIELD RD,PENFIELD
1811255,DUKE OF OIL,86 NORTH MAIN STREET,NEW CITY
1805155,DULUTH TIRE & OIL INC,2802 W SUPERIOR ST,DULUTH
1808333,DUNCAN'S WHOLESALE TIRE,1147 DISTEL LANE,PORTSMOUTH
1813135,DUNSMUIR TIRE,6134 DUNSMUIR AVE,DUNSMUIR
1803142,DUPAGE AUTO & TRUCK REPAIR,27W061 SAINT CHARLES RD,CAROL STREAM
1812034,DUPUIS TIRE,2490 Texas Avenue,BRIDGE CITY
1803669,DUSTY'S PRECISION AUTO,721 2ND ST,CORALVILLE
1806791,DUTCHESS AUTOBODY&SERVICE CTR,32-36 EAST MAIN ST,PAWLING
1806594,DUTCHESS TIRE,107 PARKER AVE,POUGHKEEPSIE
1812434,DUTY AUTOMOTIVE,4360 LISA DR,TIPP CITY
1808202,DUVAL HONDA,8382 CHASON RD W,JACKSONVILLE
1810824,DVORAK MOTORS,1102 AIRPORT RD.,BISMARCK
1802309,E&G Auto Plus Inc.,489 RT 6 WEST,COUDERSPORT
1952651,E&S Automotive Inc,5601 General Washington Drive,Alexandria
1812701,EADDY TIRE CO.,2145 US HWY 52,SCRANTON
1803608,EAGLE AUTO CLINIC,23 HARGROVE GRADE UNIT A,PALM COAST
1804371,Eagle River Tire,126 East Division,Eagle River
1810839,Eagle Tire,2865 CHESAPEAKE BEACH RD WEST,DUNKIRK
1809650,EAGLE TIRES LLC,7200 MONACO ST,COMMERCE CITY
1808973,Earl Stewart Toyota,1215 US HWY 1,LAKE PARK
1805630,Earl'sTire & Lube,1070 HWY 29 WEST,BERTRAM
1805468,Earls Tire,303 SCOTT STREET,DES MOINES
1812109,EARTH MOVER TIRE SALES,943 W. LIVE OAK ST.,MIAMI
1905642,East 81 Automotive,1776 Hwy 81 East,McDonough
1805961,EAST COAST TIRE,107 EASTERN AVE.,GLOUCESTER
1805474,East End Motors,900 E Third St,Farmville
1805474,East End Motors,900 E Third St,Farmville
1806828,EAST HALL TIRE,6436 BRADY RD,MURRAYVILLE
1813463,EAST MADISON TOYOTA,4615 WILLOW ST,MORRISONVILLE
1808470,EAST SIDE AUTOMOTIVE,18901 ST CLAIRE AVE,CLEVELAND
1811021,EASTCOAST AUTOSPORT INC,434 HARRISON AVE,HARRISON
1809784,EASTERN TIRE,1236 COUNTY ROAD 813,CULLMAN
1810219,EASTSIDE SUBARU,11803 NE 116TH ST,KIRKLAND
1931536,Eastside Tire & Muffler,1125 Ave D,Snohomish
1904825,Eaton's Tire & Automotive,617 N Home St,Corrigan
1808393,Economy Oil Change,315 HARTFORD TURNPIKE,VERNON
1813319,ECONOMY TIRE,1371 MAIN STREET,WATERTOWN
1812490,"ECONOMY TIRE & MUFFLER, INC",1207 West South St,OZARK
1804505,ECONOMY TIRE INC,4588 US HWY 431,ALBERTVILLE
1806207,Ed Roy's Complete Auto & Truck,5272 DIXIE HWY,WATERFORD
1805878,ED VOYLES HONDA,2103 COBB PARKWAY,MARIETTA
1812131,ED'S SERVICE CENTER,338 SOUTH MAIN,WALDRON
1804655,Ed's Standard Service,220 N SAGINAW ST,DURAND
1807906,ED'S TIRE & AUTO SERVICE,1111 Stitts Run Road,VANDERGRIFT
1809213,EDDIE TIRE & AUTOMOTIVE,"648 W, AZ HWY 177",HAYDEN
1806447,Eddie's Chevron Service,PO BOX 26,CHAMA
1806157,EDDIES SERVICE CENTER LLC,21217 SENECA TRAIL,MARLINTON
1812239,EDEN TIRE,230 EAST MEADOW RD.,EDEN
1808840,EDEN TIRE & AUTOMOTIVE INC.,1713 NEW HOLLAND PIKE,LANCASTER
1809524,EDISON AMERICA,365 ROUTE 1,EDISON
1984192,Edison Auto Service,28 Mildred Drive,Fort Myers
1811563,EDISON TIRE,PO BOX 362,EDISON
1810723,Eds Tire Service,5504 S 31ST ST,FORT SMITH
1805008,EDWARD TIRE COMPANY INC,1640 Wyckoff Rd,Wall
1812260,EDWARDS SUBARU HYUNDAI,PO BOX 1169,COUNCIL BLUFFS
1806308,EGLE TIRE & SERVICE INC,W5736 COUNTY HWY M,MEDFORD
2025538,Egolf Hendersonville,1325 Spartanburg Highway,Hendersonville
1806520,EILER TIRE & BRAKE,1743 MAIN ST ,RAMONA
1905804,EJ'S Auto Service,44880 Heydenreich,Clinton Twp
1804953,ELITE AUTOMOTIVE REPAIR OF CENTRAL FLORIDA INC.,560 S. RONALD REAGAN BLVD,LONGWOOD
1908395,Elite New and Used Tires,8807 Southeastern Ave,Indianapolis
1806093,ELITE TIRE,1362 COLUSA  HWY,YUBA CITY
1896595,Elite Tire & Suspension,1307 Bean Dr.,Williston
1803481,ELK GROVE MARATHON,1195 ROHLWING RD,ELK GROVE VILLAGE
1804958,Eller's Tire & Service,28 NORTH MAIN STREET,HIAWASSEE
1809982,ELLERS FUEL & WRECKER SERVICE,206 NORTH MAIN STREET,ROBBINSVILLE
1808625,Ellijay Tire Company Inc.,583 MADDOX DRIVE,ELLIJAY
1811332,ELLIOTTS AUTO CARE,656 OCEAN RD,POINT PLEASANT
1805106,Ellis Auto Sales,124 North 12th St,MIDDLESBORO
1807807,Ellsworth Farmers Exchange,6509 Center St,Ellsworth
1810225,ELMO TIRE INC.,3688 LOVELAND RD.,YOUNGSTOWN
1921605,Elmore Tire,518 AL Hwy 143,Elmore
1808690,ELMWOOD CERTIFIED AUTO SERVICE,302 BROADWAY,ELMWOOD PARK
1808048,EMERY AUTO & DIESEL REPAIR,6436 SAN CASA DR,ENGLEWOOD
1807554,EMPIRE TIRE,16201 S WOLF RD,ORLAND PARK
1803230,ENGLISH AUTO ALIGNMENT,628 MAIN STREET,ALTAVISTA
1803230,ENGLISH AUTO ALIGNMENT,628 MAIN STREET,ALTAVISTA
1812274,ENTERPRISE AUTO MAINTENANCE,1035 Wylie Rd Southeast,MARIETTA
1804928,ENUMCLAW TIRE,837 STEVENSON AVE.,ENUMCLAW
1806692,EONS AUTO CARE CENTER,330 W HARDEN STREET,GRAHAM
1812486,EPPYS CAR CARE,2711 HIGHWAY EAST,TOMS RIVER
1808025,"ERIE GENERAL TIRE, INC",6017 PEBBLE CREEK DRIVE,FAIRVIEW
1803102,ERLANGER AUTO CARE,905 WEST CENTER ST,LEXINGTON
1806833,Ernie's Auto Center Inc,6281 GRAHAM HILL RD,FELTON
1806746,ERNIES TIRE SHOP,9110 BAKER HIGHWAY,HUNTSVILLE
1805524,Escalon Tire,1938 MAIN ST,ESCALON
1807914,ETHAN ALLEN AUTO REPAIR LLC,996 NORTH AVE.,BURLINGTON
1803885,EUGENE C RAREY DBA CLAYTON TIRE,122 East Market ST,URBANA
1802735,EUREKA TIRE CO,105 STEPHENSON,IRON MOUNTAIN
1803055,Evans Tire & Auto,1001 SYLVIA DR,RICHMOND
1811016,EVERGREEN AUTO SERVICE,5009 LEE HIGHWAY,WARRENTON
1812117,Every Tire & Wheel Inc,34815 VINE ST,EASTLAKE
2023401,Everything Auto Service,36 N Barrington Rd,Streamwood
1809767,EWALD BROS TIRE AND SERVICE,609 N MAIIN ST,FAIRVIEW
1811328,EWALD CHRYSLER JEEP DODGE LLC,6319 S 108TH ST,FRANKLIN
1903847,Ewing Tire Service Inc,642 N Green St,Henderson
1807889,EXCELLERATION INC.,7299 ROLLINGBROOK TR.,SOLON
1802517,EXECUTIVE TIRE SALES,1610 MONTGOMERY ST.,OROVILLE
1812181,Exhaust Pros,1975 ALLOUEZ AVE,GREEN BAY
1806458,EXIT 11 TRUCK TIRE SERVICE,5219 BRECKSVILLE RD SUITE B,RICHFIELD
1811711,EXIT 29 QUICK LUBE,PO BOX 636,GLADE SPRING
1811711,EXIT 29 QUICK LUBE,PO BOX 636,GLADE SPRING
1803819,EXPERT AUTO CENTER,5230 E CENTRAL AVE,WICHITA
1812754,EXPORT TIRE,400 UNITY STREET,LATROBE
1803107,EXPRESS AUTO SERVI CES LLC,PO BOX 403,ATHENS
1805072,EXPRESS OIL CHANGE & SERVICE CENTER,900 S. MAIN ST,KERNERSVILLE
1805072,EXPRESS OIL CHANGE & SERVICE CENTER,900 S. MAIN ST,KERNERSVILLE
2029902,Express Oil Change & Tire Engineers,1120 Alafaya Trl,Oviedo
1804891,Express Tire,PO BOX 1230,KALKASKA
1804574,EXPRESS TIRE & WHEEL,306 E MULBERRY ST,KAUFMAN
1807569,EXPRESS TIRE & WHEEL INC.,15208 MEADOW CREEK LANE,OKLAHOMA CITY
1801935,EXPRESS TIRE LLC,1218 S 4TH ST,CHICKASHA
1811042,EXTREME CUSTOMS LLC,3420 JACKSON ST STE A,OSHKOSH
1932256,EZ Tire Stop,750 Nogales Street,Walnut
1803956,F & F TIRE WORLD ,W5665 LAKE SHORE DRIVE,ELKHORN
1805399,F & S TIRE,400 WEST COMMERCE ST,GREENVILLE
1805324,F&F TIRE SALES,7988 BLUE RIDGE TRAIL,WAPWALLOPEN
1812037,F. W. Inc.,1406 MAIN ST,STEVENSVILLE
1811801,FACTORY DIRECT TIRE SALES,22617 76TH AVE WEST,EDMONDS
1804929,FAIR HAVEN CHRYSLER DODGE RAM INC.,20 LIBERTY STREET,FAIR HAVEN
1811543,Fairway Tire,116 NORTH MAIN STREET,NILES
1804181,FALCON AUTO SERVICE CENTER,14195 E US HIGHWAY 24,PEYTON
1804579,FALCON TIRE CENTER,7219 E. BROADWAY AVE.,TAMPA
1922604,Family Auto Care,601 N Main Ave,Erwin
1922604,Family Auto Care,601 N Main Ave,Erwin
1805633,FAMILY TIRE & AUTO,126 WEST HAMLET ST,PINETOP
1813465,FAMILY TIRE SERVICE MANISTEE,230 PARKDALE AVE.,MANISTEE
1810278,FANNON BROTHERS TIRE,PO BOX 718,PENNINGTON GAP
1808197,FANTS AUTOMOTIVE SERVICE INC,340 JAMES MADISON HWY,CULPEPER
1803768,"Farm Bureau Garage, INC",1115 SLEEPY HOLLOW RD,PENNSBURG
1811358,FARM KING SUPPLY INC,730 N BOWER RD,MACOMB
1804480,FARMER COOP & MILL,PO BOX 69,CARNEGIE
1804049,Farmer's Coop,4880 DUBLIN ROAD,SCRANTON
1803852,FARMER'S TIRE CENTER,124 KIRKLAND STREET,ABBEVILLE
1802785,FARMERS & FEEDERS TIRE SERVICE,661 HWY 275,WISNER
1804657,Farmers Alliance Mr. Tire,PO BOX 1286,MITCHELL
1804479,FARMERS COOP EXCHANGE,PO BOX 158,BESSIE
1803534,Farmers Cooperative,503 E. MAPLE,PLYMOUTH
1804490,FARMERS GRAIN COMPANY,P.O. BOX 477,POND CREEK
1803564,FARMERS RANCHERS COOP MR. TIRE,224 S. MAIN,AINSWORTH
1803283,Farmers Union Oil,PO BOX 429,GARRISON
1804232,FARMERS UNION OIL,700 4TH AVE. NE,HAZEN
1803280,Farmers Union Oil Co.,1803 HWY 2 EAST,DEVILS LAKE
1931747,Fast Lane Auto Care,130 Uzzle Industrial Drive,Clayton
1931747,Fast Lane Auto Care,130 Uzzle Industrial Drive,Clayton
1812237,FAST TIRE,33970 HWY 41,COARSEGOLD
1922774,"Father & Son Ent, Inc dba Pittman Automotive",103 Lake Dr,Milledgeville
1812628,FAUSAKS TIRE CENTER INC,4205 GOVERNMENT BLVD.,MOBILE
1806952,FAYETTEVILLE AUTOMOTIVE,1501 HUNTSVILLE HIGHWAY,FAYETTEVILLE
1808716,Federal Motors,1714 PERRY COVE ROAD,PASADENA
1811371,FEIRER TIRE SALES INC,PO BOX 496,MILLSTON
1907303,Felipes Tire Shop Devine,310 Adams Ave,Devine
1808186,Fender Tire & Wheel,2 GILL ROAD,WEAVERVILLE
1809328,Fenders Sales & Service,8 BROOKVIEW DRIVE,CANDLER
1804943,FENDERS TIRE,PO BOX 397,NOCATEE
1808165,FERGUSON TIRE SERVICE COMPANY,3550 MAIN ST.,WEIRTON
1804582,Festerlings Auto Service,1190 M-119,PETOSKEY
1808381,FIN'S AUTO & MAIN STREET SUNOCO,22 BIRCH DR,STERLING
1805611,FINDLAY AUTO GROUP,1405 SUNLAND DRIVE,ST.GEORGE
1810303,FINISH LINE TIRE & LUBE,714 HWY 59 N,ATLANTA
1980980,Finks Car Care,2711 Victory Blvd,Portsmouth
1980980,Finks Car Care,2711 Victory Blvd,Portsmouth
1806697,FINNEY TIRE LLC.,700 LINCOLN AVENUE,CADIZ
1813267,Fiocchi's Tire Center,440 W. CHESTNUT AVE.,VINELAND
1810899,FIRST COOPERATIVE ASSOCIATION,201 E. CEDAR ST.,MARCUS
1809251,FIRST DISCOUNT TIRE,1601 SOUTH 1ST STREET,GARLAND
1803887,"FIRST STOP AUTO CENTER, INC.",600 DELZAN PLACE,LEXINGTON
1807461,FISHINGER & MOUNTVIEW AUTO REPAIR,2139 FISHINGER RD,COLUMBUS
1808507,FIVE POINTS TIRE IMPORTS INC,2115 EL CAMINO REAL,REDWOOD CITY
1811910,Five Season Tire,2804 1ST AVE NE,CEDAR RAPIDS
1806131,FIVE STAR OF ONEONTA INC,408 EMMONS HILL RD.,ONEONTA
1809567,FIVE STAR TIRE & ALIGNMENT,530 MACON HWY,ATHENS
1802394,FIVE STAR TIRE & AUTO,1011 W. HWY 40,VERNAL
1803955,"FIVE STAR TIRE SERVICE, INC.",5319 PROGRESS BLVD.,BETHEL PARK
1803515,FIVE STARR WHOLESALE TIRE & WHEEL,116 NORTH MERIDIAN RD.,YOUNGSTOWN
1809257,"FIXED RIGHT AUTOMOTIVE, INC.",490 OLD FRANKSTOWN ROAD,MONROEVILLE
1807419,Fixt Rite Auto & Tire,5556 LYNDALE AVE S,MINNEAPOLIS
1803889,FLA-GA WHOLESALE,514 NW HAWKS AVE,GREENVILLE
1805053,FLANIGAN TIRE,130 W 6TH ST,MICHIGAN CITY
1809017,FLANNERY ENTERPRISES DBA BELLTOWN TIRE & SERVICE,80 EAST HIGH ST,EAST HAMPTON
1986609,Flathouse Tires LLC,705 South Avenue,Plainfield
1808137,Flatland Custom Accessories,211 COLLEGE AVE,LEVELLAND
1921246,Flatt Tire Centers Inc,724 SE 14th St,Des Moines
1935773,Fleet Service of the Hudson Valley,185 Main Street,New Paltz
1811124,FLEET SEVICE,185 MAIN ST,NEW PALTZ
1805608,Flints Auto Center,63 Main St,Almond
1806866,"FLORITEX, INC JERRYS TIRE AND WHEEL CENTER",5844 STEWART ST,MILTON
1809309,FLOYD TIRE STORE LLC.,115 FAIRGROUND,NEW ALBANY
1810396,Floyd's Tire & Auto Repair,482 S. BEECHTREE,GRAND HAVEN
1806038,FLYNN AUTO & TIRE,30 Dean Knauss,NARRAGANSETT
1812026,FOLSOM TIRE AND WHEELS INC.,9565 FOLSOM BLVD.,SACRAMENTO
1812103,Fond Du Lac Tire & Service,282A FOREST AVE,FOND DU LAC
2020586,"Fondy Performance Exhaust, LLC",18 W Cotton St,Fond Du Lac
1803988,FORD TIRE & SERVICE,424 STEUBENVILLE AVE,CAMBRIDGE
1801964,Foreman Tire,102 3rd ave,Alton
1810543,Forest City Tire,338 SOUTH BROADWAY,FOREST CITY
1801755,Forest Grove Auto,4010 BYRON RD,HUDSONVILLE
1805561,"FORESTHILL GARAGE, INC.",PO BOX 449,FORESTHILL
1810889,FORSYTH TIRE,P0 B0X 1050,FORSYTH
1807888,FORT GIBSON TIRE & WHEEL,800 S LEE,FORT GIBSON
1801979,FORTENBERRY SERVICE CENTER,PO BOX 12,SILVER CREEK
1806445,Foundry Tire,755 E. 28TH DIVISION HIGHWAY,LITITZ
1806071,FOUNTAIN AUTOMOTIVE CENTER LLC,220 W. MICHIGAN AVE,MARSHALL
1897254,Four Corner Tires,100 State Hwy 65,Anahuac
1806736,FOUR J'S TIRE SERVICE,310 E HARVARD,ENID
1812244,FOWLERVILLE SUNOCO,14165 NORTH FENTON RD.,FENTON
1813011,FRANCONIA  AUTO REPAIR,23 S. MAIN STREET,HATFIELD
2036187,Franconia Service Center Liberty,5520 Franconia Rd,Alexandria
2024666,Frank May Garage,225 Seiberling St,Akron
1805139,FRANK'S AUTO REPAIR AND AUTOBODY INC,56 SOUTH MARTINE AVE,FANWOOD
1810132,Frank's Tire & Auto,1210 LINCOLN RD M-89,ALLEGAN
1801666,FRANK'S TIRE SERVICE,3890 BOSTON RD,BRONX
