Id,Name,Address1,City
2015829,feel good motors,924 scranton carbondale hwy,dickson city
2015831,rovendale supply dist,1050 susquehanna trail,watsontown
2015832,mike watchers used cars,637 minersville llewellyn hwy,pottsville
2015833,ok tire & auto,621 south state street,clarks summit
2015834,all indoor used auto parts inc.,325 west bacon st.,palo alto
2015835,ken's tire inc,200 pottsville street,cressona
2015836,"best auto service center, inc",2945 route 611,tannersville
2015837,downtown auto center,p0 b0x 721,wyalusing
2015838,schadel's service station,1473 state route 147,dalmatia
2015839,trygars auto center,p0 b0x 775,moscow
2015840,after hour tire,60 orchard rd,great bend
2015841,"servicegarage,llc",po box 83,renovo
2015842,nicholson tire service,p0 b0x 381,nicholson
2015843,sbd enterprise dba safety lane and car care center,410 mark twain ave,hannibal
2015844,johns firestone,205 w 10 th street,rolla
2015845,mutrux automotive,2100 w. rollins,columbia
2015846,slusher farm & home,1035 s. main st.,sikeston
2015847,sam's service center,355 s. main,ironton
2015848,boones service & custom exhaust,110 w walsh st,montgomery city
2015849,mobile tire expert llc,7925 old bass road,eugene
2015850,"lewis & sons, inc.",p0 b0x 389,licking
2015851,4-wheel parts plus,1005 big horn drive,jefferson city
2015852,schilbys tires and wheels,1208 business loop 70e,columbia
2015853,sneller mid mo auto repair,500 hunter lane,holts summit
2015854,d & d tire & service center,hwy 142 east at city limits,doniphan
2015855,a & e tire,1905 state rd 14 e,rochester
2015856,hedman tire and auto repair,135 north lafayette blvd,south bend
2015857,plymouth tire & service,2150 n. oak rd,plymouth
2015858,jenkins service & tires,1024 south us 35,winamac
2015859,hometown tire pros,1021 mechem drive,ruidoso
2015860,cunico tire company inc,1042 south 2nd st,raton
2015861,snowder alignment & tires,503 old route 66,canute
2015862,wall's wheel alignment,p0 b0x 26,rattan
2015863,"270 tire & auto, llc",820 northwest hwy 270,seiling
2015864,casteel's tire,614 w. main st.,durant
2015865,mcnutt used cars & accessories,308 e. lafayette,colgate
2015866,clark tire,p0 b0x 222,shattuck
2015867,m&r automotive service center,5461 morgan view road,geneseo
2015868,vanhynings service,89 franklin st,dansville
2015869,sloat tire shop,5257 clinton street rd,batavia
2015870,north greece automotive,3564 latta road,rochester
2015872,caledonia garage inc,2792 west main st,caledonia
2015873,independence car car center,507 west ridge,rochester
2015874,dk auto body llc,338 childs street,albion
2015875,affordable automotive,34 e chesnut street,andover
2015876,van bortel subaru,6327 state route 96,victor
2015877,lakeside auto,70697 hillside ct,romeo
2015878,midas auto repair and tire center,41300 garfield,clinton township
2015879,van's tire center,67919 gleason street,richmond
2015880,braun llc dba tuffy tire & auto service,19535 15 mile rd,clinton twp
2015881,ej's auto service,44880 heydenreich,clinton twp
2015882,shelby automotive,47181 ryan rd,shelby township
2015883,sterling car care - metro,6331 metro pkwy,sterling heights
2015884,tri action auto,50002 gratiot avenue,chesterfield
2015885,"thornton tire and auto service, llc.",5724 terry rd.,byram
2015886,big 10 tire company,4410 highway 80 e,pearl
2015887,bills discount wheel & tire,808 w 63rd st,hattiesburg
2015888,glenns tire sales,po box 970,monticello
2015889,blalock's body shop inc,5049 m s hwy 24,liberty
2015890,freemans tire,po box 355,liberty
2015891,may wrecker service llc,8770 eastside dr.,newton
2015892,"tires plus, inc",p0 b0x 249,purvis
2015893,"pete patrick tire service,inc.",200 value park drive,brandon
2015894,stanley tire and auto,237 a caldwell dr.,hazlehurst
2015895,obie's chevron,600 hwy 80 west,clinton
2015896,49 tire,1186 hwy 49 s,richland
2015898,"northern tire of colebrook inc,",9 laperle drive,colebrook
2015899,dons auto repair,406 route 25c,piermont
2015900,freedom tire,37 westville rd,plaistow
2015901,autoshop services,181 rockingham road,derry
2015902,motor-sprot tire & auto repair center,3 tinkham ave,derry
2015904,gendron-fisher automotive,106 high st,alstead
2015905,irene hometown service,140 east main street,irene
2015906,tire motive service center,131 n marion rd,sioux falls
2015907,airway service inc,2110 n westport,sioux falls
2015908,a tire and auto center,628 w 2nd st,redfield
2015909,schubauer tire and lube,718 candice st.,valentine
2015910,saarie auto body and repair,605 n county rd,freeman
2015912,walkertown servic center,2008 north main street,hazard
2015913,crowe tire & battery services,1640 n. main st,hazard
2015914,bingham tire and oil inc,561 south us hwy 25e,barbourville
2015915,maverick's tire depot,6269 hwy 119 n,whitesburg
2015916,jimmys tire & lube tire center inc.,6020 winchester rd,clay city
2015917,jackson service center,162 town hill road,jackson
2015918,allan's tire,2618 hwy 460 w,west liberty
2015920,ithaca auto service,618 elmira road s1,ithaca
2015921,hunts auto service inc.,225 gimier rd.,itthaca
2015922,raners auto,50 n main st,prattsburg
2015923,east madison toyota,4615 willow st,morrisonville
2015924,my tires inc.,5601 county d,platteville
2015925,christen brothers service llp,55 bowlavard ave,belleville
2015926,bindl tire & auto ltd,243 east court st.,richland center
2015927,beeline alignment,202 water st,janesville
2015928,luke's auto repair llc,146 mason st.,onalaska
2015929,"david's certified auto repair, llc",351 covington trail,sun prairie
2015930,h & j auto sales and service,406 w high street,milton
2015931,arnesons service & repair llc,s6924 sandusky rd,hillpoint
2015932,super quick automotive inc.,194 east dekalb pike #a,king of prussia
2015933,bradley tire,3000 e high st,pottstown
2015934,adams tire service,1350 allegheny ave,reading
2015935,park manor automotive,1185 bulldog dr,allentown
2015938,chris hunters auto repair inc.,612 south ave.,secane
2015939,tenth street tire,25 north tenth street,easton
2015940,arm automotive llc,911 lower south main street,bangor
2015941,car-doc,4982 e valley dr,walnutport
2015942,mclenaghan tire inc.,300 beechtree drive,broomall
2015943,austin's auto service,1843 west broad st.,bethlehem
2015944,"faulkner chevrolet, cadillac",po box 1368,bethlehem
2015945,adams tire & alignment,284 barnsley road,oxford
2015946,greg's auto & tire services inc.,15 south 10th st.,emmaus
2015947,bobby & steve's auto world,8100 flying cloud drive,eden prairie
2015948,tuffy auto service,579 buena park dr.,delaware
2015949,valentino car care,1766 w fifth avenue,columbus
2015950,tiltons automotive service,6661 huntley road,columbus
2015951,aaa ohio auto club,2400 sobeck road,colubmus
2015952,don wood inc,900 east state street,athens
2015955,m e null automotive llc dba schrock automotive,222 s jefferson avenue,plain city
2015956,mcduffee tire service,661 thompson ln,nashville
2015957,dean oil company,104 11th ave. east,springfield
2015959,ralphs tires inc.,7499 s. division avenue,grand rapids
2015960,good deal tire co.,1198 chicago dr,jenison
2015961,midwest tire co.,3215 28th st. sw,grandville
2015962,dorr standard service,1831 142nd ave,dorr
2015963,ok tire,10636 chicago dr.,zeeland
2015964,meckfessel tire and auto,415 w main street,belleville
2015965,m&s tire,po box 401,grayville
2015966,albion tire,421 e elm street,albion
2015967,"best one tire & service of marion, inc",1001 n. court,marion
2015968,great western tire,200 w frontview,dodge city
2015969,mels tire,915 graham st,emporia
2015970,trousdale parts,194 s main,trousdale
2015971,westside tire and auto,1328 w cherry,chanute
2015972,jds automotive,511 s state,iola
2015973,cooper tire of pratt,1202 e 1st street,pratt
2015975,becker tire,904 washington st,great bend
2015976,south haven service,po box 144,south haven
2015977,champs auto repair #3,16805 n 67th ave,glendale
2015978,la puente tire,18121 valley blvd,la puente
2015979,ez tire stop,750 nogales street,walnut
2015980,country automotive,700 east north street,elburn
2015981,autopros repair center,556 w lake st,elmhurst
2015982,discount tire & service,430 south 2nd st,st charles
2015983,scott's service place,110 bridge st.,wheaton
2015984,j's tire alignment inc,24 n. barrington rd,streamwood
2015985,beard auto repair inc,1736 ogden ave,downers grove
2015987,oakdale auto & tire,1535 montauk highway,oakdale
2015988,tomar auto,210 west main street,patchogue
2015989,auto-topia,233 county line rd.,amityville
2015990,lasater automotive inc,895 midpoint dr,o'fallon
2015991,childs tire inc - o'fallon,810 w terra ln,ofallon
2015993,blackwell tire llc,1268 west 2nd st.,ottumwa
2015994,goob's repair,320 broadway street,diagonal
2015995,leonard automotive llc,501 e. market st.,panora
2015996,craigs auto repair,821 n 16th st,chariton
2015997,stranik inc dba midas,520 university ave west,st paul
2015998,st. paul automotive,910 randolph ave,st. paul
2015999,wieland inc dba mendota heights bp service,2030 dodd rd,st paul
2016000,walstad automotive,2105 cliff rd,eagan
2016001,mercon corporation dba venburg tire company,3001 highway 61 north,maplewood
2016002,toms mobil service inc,1935 rice st,roseville
2016003,car care advanced service center,9865 norma ln,woodbury
2016004,chariton tire,120 west 24 hwy,salisbury
2016005,tipton 66,p.o. box 584,tipton
2016006,urich tires plus,104 w graham rd,urich
2016007,shoup's tire & lube,p.o. box 331,ashland
2016009,timbes tire,po box 131,burnsville
2016010,robby's custom exhaust,1200 hwy 25,tishamingo
2016012,vince's automotive llc,300 second street,cleveland
2016013,rock's auto repair,po box 722,saltillo
2016014,east 81 automotive,1776 hwy 81 east,mcdonough
2016015,southside tire,2150 south hwy 27,carrollton
2016016,ted's northport,2740 north broadway,fargo
2016017,southpointe service center,3231 33 st south,fargo
2016018,border ag & energy,315 main st.,newburg
2016019,corwin honda,5124 10th ave s,fargo
2016020,hillier tire llc,122 north main st,drayton
2016021,elite tire & suspension,1307 bean dr.,williston
2016022,tire one auto center,3325 s 38th st,grand forks
2016023,valley service,357 central ave n,valley city
2016025,harry' tire service,1604 20th ave se,minot
2016026,e&s automotive inc,5601 general washington drive,alexandria
2016027,alban tire corp,7244 boudinot dr,springfield
2016028,hometowne auto,15698 jefferson davis hwy,woodbridge
2016030,yates automotive inc,317 e braddock rd,alexandria
2016031,la llantire,43673 john mosby hwy,chantilly
2016033,"poteats front end & brake shop, inc.",308 n washington,shelby
2016035,moreau enterprises,2425 derita rd,concord
2016036,depo enterpise inc,6800 south blvd,charlotte
2016038,lincolnton car care,105 performance drive,lincolnton
2016039,berry's auto clinic,494 corban ave se,concord
2016040,mountain man tire. inc.,2103 delray st,statesville
2016041,crossroads tire,p o box 13,midland
2016042,gio's tire & wheel,1404 s. main st.,kannapolis
2016044,absolute best tire,2488 yukon road unit a,ellijay
2016045,turbo tire,401 s hamilton st,dalton
2016046,bert brooks tire,314 east 2nd ave.,rome
2016047,bross tire sales,5403 veterans pkwy,columbus
2016048,big t tire,2211 manchester expressway,columbus
2016049,cm music,185 spring brook ct,jefferson
2016050,granite city tire wheel and more,918 elbert street,elberton
2016051,southern auto & tire,551 academy avenue,waynesboro
2016052,mcentyre's auto & discount tire service,605 north wall street,calhoun
2016053,blue ridge tire & auto,75 josh hall rd,blue ridge
2016054,valley auto service inc,1497 highway 29,west point
2016056,arne's auto service,18 doc thomas ridge rd.,blairsville
2016057,highway 115 service center,5929 highway 115,clarkesville
2016058,select tire,2485 blue ridge highway,blairsville
2016059,summerville wholesale tire dba reece tire,46 lake wanda rieta road,summerville
2016060,darda tire co.,2011 lukken ind. dr. west,lagrange
2016061,thomson transmission,409 salem rd,thomson
2016062,west coast mufflers,850 south state st.,ukiah
2016063,norcal tires & automotive,3201 north state st.,ukiah
2016064,haughn & son tire,1150 business park drive,dixon
2016065,redway tire,po box 342,redway
2016066,graviers tire & auto,po box 1658,laytonville
2016067,menzio tire service,p.o. box 401,middletown
2016068,morelia auto sales inc,125 s 1st avenue,maywood
2016069,junior's tire services,p0 b0x 1192,beecher
2016070,auto experts,6540 w roosevelt road,oak park
2016072,lynwood tire & auto service center,2390 glenwood dyer rd.,lynwood
2016073,fullserv auto care specialists inc,15436 s cicero ave,oak forest
2016074,petersen auto,1106 w. sheridan ave.,shenandoah
2016075,"exhaust solutions, inc.",102 grand ave.,spencer
2016076,lyles discount tire inc,125 w pierce,council bluffs
2016077,mile 2 tire and lube,300 e hwy 175,ida grove
2016078,edwards subaru hyundai,po box 1169,council bluffs
2016079,cfi tire service,1520 s. omaha bridge rd.,council bluffs
2016080,moorhead tire & repair,302 1st street,moorhead
2016082,adolf hoepfl garage,4610 n shepherd drive,houston
2016085,almeda discount tire service,4242 almed genoa road,houston
2016086,mcmahan tire service,623 s. anaheim blvd.,anaheim
2016087,xp investments llc / dba auto select,3103 schofield avenue,weston
2016088,nick's complete automotive,302 vine st.,hudson
2016089,gateway auto care inc,1300 gateway circle,hudson
2016090,american auto sales & service,900 n central ave,marshfield
2016091,j and p auto inc,744 mill lane,rib lake
2016092,hayward automotive center inc,16026 us hwy 63,hayward
2016093,wolverine tire & auto care,550 durabilt road,spooner
2016094,stanley tire inc,108 industrial rd,stanley
2016095,adamark repair llc,1725 190th street highway 35,centuria
2016096,d's auto repair,101 park avenue west,woodville
2016097,rivord repair center llc,317 tower avenue,superior
2016098,nks tire & service inc,w 1736 hwy 41,marinette
2016099,olson auto llc,830 truax blvd,eau claire
2016100,affordable tire,1841 south prairie view road,chippewa falls
2016101,chilson inc,3443 s hwy 93,eau claire
2016102,west herr toyota,3448 mckinley parkway,blasdell
2016103,richardson inc,8652 buffalo ave,niagara falls
2016104,yorkshire battery & tire,11536 rt 98,freedom
2016105,basils service cenetr,28 lincoln ave.,angola
2016106,b&s discount tire,10340 rt. 60,fredonia
2016107,rusiniaks service inc,2916 union road,cheektowaga
2016108,hurtubise tire inc,63 oliver street,north tonawanda
2016109,weco tire distributor,397 ludington ave,buffalo
2016110,l & m tire & wheel,185 w king st,abbottstown
2016111,b&j ventures inc dba liberty tire & auto,235 landis drive,mercersburg
